tok	lemma	head	modifier	trancription_name	L1	type
Bauarbeiter	Bauarbeiter	Arbeiter	Bau	dhw029_2007_06	deu	compound
Geisteswissenschaft	Geisteswissenschaft	Wissenschaft	Geistes	dhw029_2007_06	deu	compound
Entlohnung	Entlohnung	Entlohnung	NULL	dhw029_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dhw029_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw029_2007_06	deu	simplex
Mensch	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw029_2007_06	deu	simplex
Existenz	Existenz	Existenz	NULL	dhw029_2007_06	deu	simplex
Ziele	Ziel	Ziel	NULL	dhw029_2007_06	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dhw029_2007_06	deu	simplex
Gründung	Gründung	Gründung	NULL	dhw029_2007_06	deu	simplex
Familie	Familie	Familie	NULL	dhw029_2007_06	deu	simplex
Mensch	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Mensch	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Prioritäten	Priorität	Priorität	NULL	dhw029_2007_06	deu	simplex
Leben	Leben	Leben	NULL	dhw029_2007_06	deu	simplex
Ziele	Ziel	Ziel	NULL	dhw029_2007_06	deu	simplex
Interessen	Interesse	Interesse	NULL	dhw029_2007_06	deu	simplex
Budget	Budget	Budget	NULL	dhw029_2007_06	deu	simplex
Vorteil	Vorteil	Vorteil	NULL	dhw029_2007_06	deu	simplex
Job	Job	Job	NULL	dhw029_2007_06	deu	simplex
Möglichkeit	Möglichkeit	Möglichkeit	NULL	dhw029_2007_06	deu	simplex
Germanistik	Germanistik	Germanistik	NULL	dhw029_2007_06	deu	simplex
Medizin	Medizin	Medizin	NULL	dhw029_2007_06	deu	simplex
Gründen	Gründen	Gründen	NULL	dhw029_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Ausbildung	Ausbildung	Ausbildung	NULL	dhw029_2007_06	deu	simplex
Studium	Studium	Studium	NULL	dhw029_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw029_2007_06	deu	simplex
Jobs	Job	Job	NULL	dhw029_2007_06	deu	simplex
Klempner	Klempner	Klempner	NULL	dhw029_2007_06	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dhw029_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Unterstufe	Unterstufe	Unterstufe	NULL	dhw029_2007_06	deu	simplex
Gegenteil	Gegenteil	Gegenteil	NULL	dhw029_2007_06	deu	simplex
Folgenden	Folgende	Folgende	NULL	dhw029_2007_06	deu	simplex
Ausdruck	Ausdruck	Ausdruck	NULL	dhw029_2007_06	deu	simplex
Bezahlung	Bezahlung	Bezahlung	NULL	dhw029_2007_06	deu	simplex
Jobs	Job	Job	NULL	dhw029_2007_06	deu	simplex
Ansatz	Ansatz	Ansatz	NULL	dhw029_2007_06	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dhw029_2007_06	deu	simplex
Herrn	Herr	Herr	NULL	dhw029_2007_06	deu	simplex
Beruf	Beruf	Beruf	NULL	dhw029_2007_06	deu	simplex
Architekt	Architekt	Architekt	NULL	dhw029_2007_06	deu	simplex
Eltern	Eltern	Eltern	NULL	dhw029_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw029_2007_06	deu	simplex
Abitur	Abitur	Abitur	NULL	dhw029_2007_06	deu	simplex
Anständiges	Anständige	Anständige	NULL	dhw029_2007_06	deu	simplex
Architekt	Architekt	Architekt	NULL	dhw029_2007_06	deu	simplex
Mann	Mann	Mann	NULL	dhw029_2007_06	deu	simplex
Herr	Herr	Herr	NULL	dhw029_2007_06	deu	simplex
Eltern	Eltern	Eltern	NULL	dhw029_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw029_2007_06	deu	simplex
Studium	Studium	Studium	NULL	dhw029_2007_06	deu	simplex
Herrn	Herr	Herr	NULL	dhw029_2007_06	deu	simplex
Herr	Herr	Herr	NULL	dhw029_2007_06	deu	simplex
Kollegen	Kollege	Kollege	NULL	dhw029_2007_06	deu	simplex
Bauplatz	Bauplatz	Bauplatz	NULL	dhw029_2007_06	deu	simplex
Papier	Papier	Papier	NULL	dhw029_2007_06	deu	simplex
Realität	Realität	Realität	NULL	dhw029_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw029_2007_06	deu	simplex
Muskeln	Muskel	Muskel	NULL	dhw029_2007_06	deu	simplex
Knochen	Knochen	Knochen	NULL	dhw029_2007_06	deu	simplex
Alter	Alter	Alter	NULL	dhw029_2007_06	deu	simplex
Lohn	Lohn	Lohn	NULL	dhw029_2007_06	deu	simplex
Familie	Familie	Familie	NULL	dhw029_2007_06	deu	simplex
Herr	Herr	Herr	NULL	dhw029_2007_06	deu	simplex
Haus	Haus	Haus	NULL	dhw029_2007_06	deu	simplex
Viertel	Viertel	Viertel	NULL	dhw029_2007_06	deu	simplex
Stadt	Stadt	Stadt	NULL	dhw029_2007_06	deu	simplex
Tochter	Tochter	Tochter	NULL	dhw029_2007_06	deu	simplex
Katze	Katze	Katze	NULL	dhw029_2007_06	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dhw029_2007_06	deu	simplex
Meinung	Meinung	Meinung	NULL	dhw029_2007_06	deu	simplex
Arbeiten	Arbeiten	Arbeiten	NULL	dhw029_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Herr	Herr	Herr	NULL	dhw029_2007_06	deu	simplex
Kopf	Kopf	Kopf	NULL	dhw029_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw029_2007_06	deu	simplex
Staatsanwalt	Staatsanwalt	Staatsanwalt	NULL	dhw029_2007_06	deu	simplex
Standpunkt	Standpunkt	Standpunkt	NULL	dhw029_2007_06	deu	simplex
Vergleich	Vergleich	Vergleich	NULL	dhw029_2007_06	deu	simplex
Herrn	Herr	Herr	NULL	dhw029_2007_06	deu	simplex
Tag	Tag	Tag	NULL	dhw029_2007_06	deu	simplex
Überstunden	Überstunde	Überstunde	NULL	dhw029_2007_06	deu	simplex
Wetter	Wetter	Wetter	NULL	dhw029_2007_06	deu	simplex
Einwürfen	Einwurf	Einwurf	NULL	dhw029_2007_06	deu	simplex
Stelle	Stelle	Stelle	NULL	dhw029_2007_06	deu	simplex
Mitleid	Mitleid	Mitleid	NULL	dhw029_2007_06	deu	simplex
Unterstuflern	Unterstuflern	Unterstuflern	NULL	dhw029_2007_06	deu	simplex
Bezahlung	Bezahlung	Bezahlung	NULL	dhw029_2007_06	deu	simplex
Medizinern	Mediziner	Mediziner	NULL	dhw029_2007_06	deu	simplex
Ärzte	Arzt	Arzt	NULL	dhw029_2007_06	deu	simplex
Krankenhaus	Krankenhaus	Krankenhaus	NULL	dhw029_2007_06	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dhw029_2007_06	deu	simplex
Fall	Fall	Fall	NULL	dhw029_2007_06	deu	simplex
Tätigkeiten	Tätigkeit	Tätigkeit	NULL	dhw029_2007_06	deu	simplex
Ärzte	Arzt	Arzt	NULL	dhw029_2007_06	deu	simplex
Ärzte	Arzt	Arzt	NULL	dhw029_2007_06	deu	simplex
Patienten	Patient	Patient	NULL	dhw029_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Sache	Sache	Sache	NULL	dhw029_2007_06	deu	simplex
Gesundheit	Gesundheit	Gesundheit	NULL	dhw029_2007_06	deu	simplex
Acht	Acht	Acht	NULL	dhw029_2007_06	deu	simplex
Lehrer	Lehrer	Lehrer	NULL	dhw029_2007_06	deu	simplex
Lehramt	Lehramt	Lehramt	NULL	dhw029_2007_06	deu	simplex
Belastung	Belastung	Belastung	NULL	dhw029_2007_06	deu	simplex
Schülern	Schüler	Schüler	NULL	dhw029_2007_06	deu	simplex
Feierabend	Feierabend	Feierabend	NULL	dhw029_2007_06	deu	simplex
Zuhause	Zuhause	Zuhause	NULL	dhw029_2007_06	deu	simplex
Arbeiten	Arbeiten	Arbeiten	NULL	dhw029_2007_06	deu	simplex
Stoff	Stoff	Stoff	NULL	dhw029_2007_06	deu	simplex
Verantwortung	Verantwortung	Verantwortung	NULL	dhw029_2007_06	deu	simplex
Güter	Gut	Gut	NULL	dhw029_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw029_2007_06	deu	simplex
Bildung	Bildung	Bildung	NULL	dhw029_2007_06	deu	simplex
Mensch	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Bildung	Bildung	Bildung	NULL	dhw029_2007_06	deu	simplex
Lesen	Lesen	Lesen	NULL	dhw029_2007_06	deu	simplex
Schreiben	Schreiben	Schreiben	NULL	dhw029_2007_06	deu	simplex
Mathematik	Mathematik	Mathematik	NULL	dhw029_2007_06	deu	simplex
Physik	Physik	Physik	NULL	dhw029_2007_06	deu	simplex
Biologie	Biologie	Biologie	NULL	dhw029_2007_06	deu	simplex
Geschichte	Geschichte	Geschichte	NULL	dhw029_2007_06	deu	simplex
Dankeschön	Dankeschön	Dankeschön	NULL	dhw029_2007_06	deu	simplex
Regierung	Regierung	Regierung	NULL	dhw029_2007_06	deu	simplex
Taten	Tat	Tat	NULL	dhw029_2007_06	deu	simplex
Meinung	Meinung	Meinung	NULL	dhw029_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw029_2007_06	deu	simplex
Ärzte	Arzt	Arzt	NULL	dhw029_2007_06	deu	simplex
Lehrer	Lehrer	Lehrer	NULL	dhw029_2007_06	deu	simplex
Beispiele	Beispiel	Beispiel	NULL	dhw029_2007_06	deu	simplex
Umstände	Umstand	Umstand	NULL	dhw029_2007_06	deu	simplex
Hinsicht	Hinsicht	Hinsicht	NULL	dhw029_2007_06	deu	simplex
Bedürfnis	Bedürfnis	Bedürfnis	NULL	dhw029_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw029_2007_06	deu	simplex
Lohn	Lohn	Lohn	NULL	dhw029_2007_06	deu	simplex
Meinung	Meinung	Meinung	NULL	dhw029_2007_06	deu	simplex
Jobs	Job	Job	NULL	dhw029_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw029_2007_06	deu	simplex
Relevanz	Relevanz	Relevanz	NULL	dhw029_2007_06	deu	simplex
Agilität	Agilität	Agilität	NULL	dhw029_2007_06	deu	simplex
Frau	Frau	Frau	NULL	dhw029_2007_06	deu	simplex
Griff	Griff	Griff	NULL	dhw029_2007_06	deu	simplex
Schwiegermutter	Schwiegermutter	Mutter	Schwieger	dhw030_2007_06	deu	compound
Privatleben	Privatleben	Leben	Privat	dhw030_2007_06	deu	compound
Allerding	Allerding	Ding	Aller	dhw030_2007_06	deu	compound
Arbeitzeiten	Arbeitzeit	Zeit	Arbeit	dhw030_2007_06	deu	compound
Rettungsschwimmerin	Rettungsschwimmerin	Rettungsschwimmerin	NULL	dhw030_2007_06	deu	compound
Notsituationen	Notsituation	Situation	Not	dhw030_2007_06	deu	compound
Softwarefirma	Softwarefirma	Firma	Software	dhw030_2007_06	deu	compound
Schwiegermutter	Schwiegermutter	Mutter	Schwieger	dhw030_2007_06	deu	compound
Steuerzahler	Steuerzahler	Zahler	Steuer	dhw030_2007_06	deu	compound
Vaterstaat	Vaterstaat	Staat	Vater	dhw030_2007_06	deu	compound
Arbeitssuchenden	Arbeitssuchende	Ende	Arbeitssuch	dhw030_2007_06	deu	compound
Systemsidee	Systemsidee	Idee	Systems	dhw030_2007_06	deu	compound
Entlohnung	Entlohnung	Entlohnung	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dhw030_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Job	Job	Job	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw030_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw030_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw030_2007_06	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Arbeiten	Arbeiten	Arbeiten	NULL	dhw030_2007_06	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dhw030_2007_06	deu	simplex
Zeitung	Zeitung	Zeitung	NULL	dhw030_2007_06	deu	simplex
Überstunden	Überstunde	Überstunde	NULL	dhw030_2007_06	deu	simplex
Gefühl	Gefühl	Gefühl	NULL	dhw030_2007_06	deu	simplex
Überstunden	Überstunde	Überstunde	NULL	dhw030_2007_06	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dhw030_2007_06	deu	simplex
Zeitung	Zeitung	Zeitung	NULL	dhw030_2007_06	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw030_2007_06	deu	simplex
Posten	Posten	Posten	NULL	dhw030_2007_06	deu	simplex
Amt	Amt	Amt	NULL	dhw030_2007_06	deu	simplex
Seite	Seite	Seite	NULL	dhw030_2007_06	deu	simplex
Idee	Idee	Idee	NULL	dhw030_2007_06	deu	simplex
Mensche	Mensche	Mensche	NULL	dhw030_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw030_2007_06	deu	simplex
Arbeiten	Arbeiten	Arbeiten	NULL	dhw030_2007_06	deu	simplex
Maß	Maß	Maß	NULL	dhw030_2007_06	deu	simplex
Verantwortung	Verantwortung	Verantwortung	NULL	dhw030_2007_06	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dhw030_2007_06	deu	simplex
Job	Job	Job	NULL	dhw030_2007_06	deu	simplex
Verantwortung	Verantwortung	Verantwortung	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dhw030_2007_06	deu	simplex
Verantwortung	Verantwortung	Verantwortung	NULL	dhw030_2007_06	deu	simplex
Programmierer	Programmierer	Programmierer	NULL	dhw030_2007_06	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dhw030_2007_06	deu	simplex
Verantwortung	Verantwortung	Verantwortung	NULL	dhw030_2007_06	deu	simplex
Mühe	Mühe	Mühe	NULL	dhw030_2007_06	deu	simplex
Belastung	Belastung	Belastung	NULL	dhw030_2007_06	deu	simplex
Überstunden	Überstunde	Überstunde	NULL	dhw030_2007_06	deu	simplex
Job	Job	Job	NULL	dhw030_2007_06	deu	simplex
Überstunden	Überstunde	Überstunde	NULL	dhw030_2007_06	deu	simplex
Tage	Tag	Tag	NULL	dhw030_2007_06	deu	simplex
Job	Job	Job	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Harz	Harz	Harz	NULL	dhw030_2007_06	deu	simplex
Kosten	Kosten	Kosten	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Schmarotzer	Schmarotzer	Schmarotzer	NULL	dhw030_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw030_2007_06	deu	simplex
Leben	Leben	Leben	NULL	dhw030_2007_06	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Mensche	Mensche	Mensche	NULL	dhw030_2007_06	deu	simplex
Lage	Lage	Lage	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Arbeitslosengeld	Arbeitslosengeld	Arbeitslosengeld	NULL	dhw030_2007_06	deu	simplex
System	System	System	NULL	dhw030_2007_06	deu	simplex
Gehälter	Gehalt	Gehalt	NULL	dhw030_2007_06	deu	simplex
Arbeitslosengeld	Arbeitslosengeld	Arbeitslosengeld	NULL	dhw030_2007_06	deu	simplex
Problem	Problem	Problem	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Einen	Eine	Eine	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Anzahl	Anzahl	Anzahl	NULL	dhw030_2007_06	deu	simplex
Stunden	Stunden	Stunden	NULL	dhw030_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw030_2007_06	deu	simplex
Zeit	Zeit	Zeit	NULL	dhw030_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Maß	Maß	Maß	NULL	dhw030_2007_06	deu	simplex
Gehaltes	Gehalt	Gehalt	NULL	dhw030_2007_06	deu	simplex
Antwort	Antwort	Antwort	NULL	dhw030_2007_06	deu	simplex
System	System	System	NULL	dhw030_2007_06	deu	simplex
Zeit	Zeit	Zeit	NULL	dhw030_2007_06	deu	simplex
Kamm	Kamm	Kamm	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Gebiet	Gebiet	Gebiet	NULL	dhw030_2007_06	deu	simplex
Einen	Eine	Eine	NULL	dhw030_2007_06	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw030_2007_06	deu	simplex
Möglichkeiten	Möglichkeit	Möglichkeit	NULL	dhw030_2007_06	deu	simplex
Gründen	Gründen	Gründen	NULL	dhw030_2007_06	deu	simplex
System	System	System	NULL	dhw030_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw030_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw030_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw030_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw030_2007_06	deu	simplex
Leben	Leben	Leben	NULL	dhw030_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw030_2007_06	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw030_2007_06	deu	simplex
Maßstab	Maßstab	Maßstab	NULL	dhw030_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw030_2007_06	deu	simplex
Art	Art	Art	NULL	dhw030_2007_06	deu	simplex
Regelungen	Regelung	Regelung	NULL	dhw030_2007_06	deu	simplex
Leistung	Leistung	Leistung	NULL	dhw030_2007_06	deu	simplex
Berufswelt	Berufswelt	Welt	Berufs	dhw031_2007_06	deu	compound
Eingewöhnungszeit	Eingewöhnungszeit	Zeit	Eingewöhnungs	dhw031_2007_06	deu	compound
Arbeitszeit	Arbeitszeit	Zeit	Arbeits	dhw031_2007_06	deu	compound
Arbeitsstunden	Arbeitsstunde	Stunde	Arbeits	dhw031_2007_06	deu	compound
Arbeitstellen	Arbeitstellen	Stellen	Arbeit	dhw031_2007_06	deu	compound
Arbeitsstellen	Arbeitsstelle	Stelle	Arbeits	dhw031_2007_06	deu	compound
Ungleichgewicht	Ungleichgewicht	Gewicht	Ungleich	dhw031_2007_06	deu	compound
Hauptproblem	Hauptproblem	Problem	Haupt	dhw031_2007_06	deu	compound
Kriegswesen	Kriegswesen	Wesen	Kriegs	dhw031_2007_06	deu	compound
Kriegseinheit	Kriegseinheit	Einheit	Kriegs	dhw031_2007_06	deu	compound
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dhw031_2007_06	deu	simplex
Berufe	Beruf	Beruf	NULL	dhw031_2007_06	deu	simplex
Gehältern	Gehalt	Gehalt	NULL	dhw031_2007_06	deu	simplex
Beruf	Beruf	Beruf	NULL	dhw031_2007_06	deu	simplex
Wahl	Wahl	Wahl	NULL	dhw031_2007_06	deu	simplex
Umstände	Umstand	Umstand	NULL	dhw031_2007_06	deu	simplex
Zukunft	Zukunft	Zukunft	NULL	dhw031_2007_06	deu	simplex
Anfänge	Anfang	Anfang	NULL	dhw031_2007_06	deu	simplex
Streit	Streit	Streit	NULL	dhw031_2007_06	deu	simplex
Löhne	Lohn	Lohn	NULL	dhw031_2007_06	deu	simplex
Tarife	Tarif	Tarif	NULL	dhw031_2007_06	deu	simplex
Löhne	Lohn	Lohn	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Rolle	Rolle	Rolle	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Lohn	Lohn	Lohn	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dhw031_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Stunden	Stunden	Stunden	NULL	dhw031_2007_06	deu	simplex
Büro	Büro	Büro	NULL	dhw031_2007_06	deu	simplex
Euro	Euro	Euro	NULL	dhw031_2007_06	deu	simplex
Stunde	Stunde	Stunde	NULL	dhw031_2007_06	deu	simplex
Zahlen	Zahl	Zahl	NULL	dhw031_2007_06	deu	simplex
Zeit	Zeit	Zeit	NULL	dhw031_2007_06	deu	simplex
Akten	Akte	Akte	NULL	dhw031_2007_06	deu	simplex
Computer	Computer	Computer	NULL	dhw031_2007_06	deu	simplex
Texte	Text	Text	NULL	dhw031_2007_06	deu	simplex
Ende	Ende	Ende	NULL	dhw031_2007_06	deu	simplex
Tages	Tag	Tag	NULL	dhw031_2007_06	deu	simplex
Euro	Euro	Euro	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Stunden	Stunden	Stunden	NULL	dhw031_2007_06	deu	simplex
Büro	Büro	Büro	NULL	dhw031_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw031_2007_06	deu	simplex
Stunden	Stunden	Stunden	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Probleme	Problem	Problem	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Termin	Termin	Termin	NULL	dhw031_2007_06	deu	simplex
Mensch	Mensch	Mensch	NULL	dhw031_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw031_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Möglichkeit	Möglichkeit	Möglichkeit	NULL	dhw031_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw031_2007_06	deu	simplex
Krankheiten	Krankheit	Krankheit	NULL	dhw031_2007_06	deu	simplex
Lohn	Lohn	Lohn	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Grund	Grund	Grund	NULL	dhw031_2007_06	deu	simplex
Behinderung	Behinderung	Behinderung	NULL	dhw031_2007_06	deu	simplex
Cent	Cent	Cent	NULL	dhw031_2007_06	deu	simplex
Behinderten	Behinderte	Behinderte	NULL	dhw031_2007_06	deu	simplex
Mann	Mann	Mann	NULL	dhw031_2007_06	deu	simplex
Grund	Grund	Grund	NULL	dhw031_2007_06	deu	simplex
Behinderung	Behinderung	Behinderung	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Mann	Mann	Mann	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw031_2007_06	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dhw031_2007_06	deu	simplex
Teil	Teil	Teil	NULL	dhw031_2007_06	deu	simplex
Tag	Tag	Tag	NULL	dhw031_2007_06	deu	simplex
Frau	Frau	Frau	NULL	dhw031_2007_06	deu	simplex
Stühle	Stuhl	Stuhl	NULL	dhw031_2007_06	deu	simplex
Stuhl	Stuhl	Stuhl	NULL	dhw031_2007_06	deu	simplex
Wochen	Woche	Woche	NULL	dhw031_2007_06	deu	simplex
Arbeiten	Arbeiten	Arbeiten	NULL	dhw031_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw031_2007_06	deu	simplex
Krankheit	Krankheit	Krankheit	NULL	dhw031_2007_06	deu	simplex
Rechnungen	Rechnung	Rechnung	NULL	dhw031_2007_06	deu	simplex
Leben	Leben	Leben	NULL	dhw031_2007_06	deu	simplex
Berufen	Beruf	Beruf	NULL	dhw031_2007_06	deu	simplex
Köpfe	Kopf	Kopf	NULL	dhw031_2007_06	deu	simplex
Einschränkung	Einschränkung	Einschränkung	NULL	dhw031_2007_06	deu	simplex
ADS	ADS	ADS	NULL	dhw031_2007_06	deu	simplex
Zeit	Zeit	Zeit	NULL	dhw031_2007_06	deu	simplex
Leute	Leute	Leute	NULL	dhw031_2007_06	deu	simplex
Sachen	Sache	Sache	NULL	dhw031_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw031_2007_06	deu	simplex
Rest	Rest	Rest	NULL	dhw031_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw031_2007_06	deu	simplex
Wert	Wert	Wert	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Einschränkung	Einschränkung	Einschränkung	NULL	dhw031_2007_06	deu	simplex
Leute	Leute	Leute	NULL	dhw031_2007_06	deu	simplex
Kosten	Kosten	Kosten	NULL	dhw031_2007_06	deu	simplex
Kontrollen	Kontrolle	Kontrolle	NULL	dhw031_2007_06	deu	simplex
Sachen	Sache	Sache	NULL	dhw031_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Entlassenen	Entlassene	Entlassene	NULL	dhw031_2007_06	deu	simplex
Menschen	Mensch	Mensch	NULL	dhw031_2007_06	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dhw031_2007_06	deu	simplex
Geld	Geld	Geld	NULL	dhw031_2007_06	deu	simplex
