tok	lemma	head	modifier	trancription_name	L1	type
Geld	Geld	Geld	NULL	dew02_2007_09	deu	simplex
Tag	Tag	Tag	NULL	dew02_2007_09	deu	simplex
Ende	Ende	Ende	NULL	dew02_2007_09	deu	simplex
Monats	Monat	Monat	NULL	dew02_2007_09	deu	simplex
Lohn	Lohn	Lohn	NULL	dew02_2007_09	deu	simplex
Konto	Konto	Konto	NULL	dew02_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew02_2007_09	deu	simplex
Tag	Tag	Tag	NULL	dew02_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew02_2007_09	deu	simplex
Anstellung	Anstellung	Anstellung	NULL	dew02_2007_09	deu	simplex
Betrieb	Betrieb	Betrieb	NULL	dew02_2007_09	deu	simplex
Recht	Recht	Recht	NULL	dew02_2007_09	deu	simplex
Chancen	Chance	Chance	NULL	dew02_2007_09	deu	simplex
Frauen	Frau	Frau	NULL	dew02_2007_09	deu	simplex
Männer	Mann	Mann	NULL	dew02_2007_09	deu	simplex
angnehmer	angnehmer	angnehmer	NULL	dew02_2007_09	deu	simplex
Möglichkeiten	Möglichkeit	Möglichkeit	NULL	dew02_2007_09	deu	simplex
Unterschiede	Unterschied	Unterschied	NULL	dew02_2007_09	deu	simplex
Mann	Mann	Mann	NULL	dew02_2007_09	deu	simplex
Frau	Frau	Frau	NULL	dew02_2007_09	deu	simplex
Erfahrung	Erfahrung	Erfahrung	NULL	dew02_2007_09	deu	simplex
Berufen	Beruf	Beruf	NULL	dew02_2007_09	deu	simplex
Männer	Mann	Mann	NULL	dew02_2007_09	deu	simplex
Frauen	Frau	Frau	NULL	dew02_2007_09	deu	simplex
Möglichkeit	Möglichkeit	Möglichkeit	NULL	dew02_2007_09	deu	simplex
Job	Job	Job	NULL	dew02_2007_09	deu	simplex
Kilogramm	Kilogramm	Gramm	Kilo	dew03_2007_09	deu	compound
Fremdenhass	Fremdenhaß	Haß	Fremden	dew03_2007_09	deu	compound
Größstädten	Größstädten	Größstädten	NULL	dew03_2007_09	deu	compound
Waffenhandel	Waffenhandel	Handel	Waffen	dew03_2007_09	deu	compound
Betäubungsmittel	Betäubungsmittel	Mittel	Betäubungs	dew03_2007_09	deu	compound
Geldquelle	Geldquelle	Quelle	Geld	dew03_2007_09	deu	compound
Herstellungsorte	Herstellungsorte	Sorte	Herstellung	dew03_2007_09	deu	compound
Waffenhandel	Waffenhandel	Handel	Waffen	dew03_2007_09	deu	compound
Tagesordnung	Tagesordnung	Ordnung	Tages	dew03_2007_09	deu	compound
Fremdenhass	Fremdenhaß	Haß	Fremden	dew03_2007_09	deu	compound
Selbstbewusstsein	Selbstbewußtsein	Bewußtsein	Selbst	dew03_2007_09	deu	compound
Fremdenhass	Fremdenhaß	Haß	Fremden	dew03_2007_09	deu	compound
Waffenhandel	Waffenhandel	Handel	Waffen	dew03_2007_09	deu	compound
Gewalttätige	Gewalttätige	Gewalttätige	NULL	dew03_2007_09	deu	compound
Tag	Tag	Tag	NULL	dew03_2007_09	deu	simplex
Zeitung	Zeitung	Zeitung	NULL	dew03_2007_09	deu	simplex
Ausländer	Ausländer	Ausländer	NULL	dew03_2007_09	deu	simplex
Kokain	Kokain	Kokain	NULL	dew03_2007_09	deu	simplex
Grenzen	Grenze	Grenze	NULL	dew03_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew03_2007_09	deu	simplex
Ort	Ort	Ort	NULL	dew03_2007_09	deu	simplex
Zeit	Zeit	Zeit	NULL	dew03_2007_09	deu	simplex
Platz	Platz	Platz	NULL	dew03_2007_09	deu	simplex
Gewalt	Gewalt	Gewalt	NULL	dew03_2007_09	deu	simplex
Schulen	Schule	Schule	NULL	dew03_2007_09	deu	simplex
Rassismus	Rassismus	Rassismus	NULL	dew03_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew03_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew03_2007_09	deu	simplex
Recht	Recht	Recht	NULL	dew03_2007_09	deu	simplex
Maß	Maß	Maß	NULL	dew03_2007_09	deu	simplex
Dinge	Ding	Ding	NULL	dew03_2007_09	deu	simplex
Banden	Bande	Bande	NULL	dew03_2007_09	deu	simplex
Netz	Netz	Netz	NULL	dew03_2007_09	deu	simplex
Mafia	Mafia	Mafia	NULL	dew03_2007_09	deu	simplex
Welt	Welt	Welt	NULL	dew03_2007_09	deu	simplex
Fall	Fall	Fall	NULL	dew03_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew03_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew03_2007_09	deu	simplex
Zeit	Zeit	Zeit	NULL	dew03_2007_09	deu	simplex
Dieler	Dieler	Dieler	NULL	dew03_2007_09	deu	simplex
Länder	Land	Land	NULL	dew03_2007_09	deu	simplex
Handel	Handel	Handel	NULL	dew03_2007_09	deu	simplex
Tag	Tag	Tag	NULL	dew03_2007_09	deu	simplex
Kokain	Kokain	Kokain	NULL	dew03_2007_09	deu	simplex
Heroin	Heroin	Heroin	NULL	dew03_2007_09	deu	simplex
Haschisch	Haschisch	Haschisch	NULL	dew03_2007_09	deu	simplex
Grenzen	Grenze	Grenze	NULL	dew03_2007_09	deu	simplex
Regierung	Regierung	Regierung	NULL	dew03_2007_09	deu	simplex
Netz	Netz	Netz	NULL	dew03_2007_09	deu	simplex
Machenschaften	Machenschaft	Machenschaft	NULL	dew03_2007_09	deu	simplex
Handel	Handel	Handel	NULL	dew03_2007_09	deu	simplex
Kontinente	Kontinent	Kontinent	NULL	dew03_2007_09	deu	simplex
Ursprung	Ursprung	Ursprung	NULL	dew03_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew03_2007_09	deu	simplex
Familie	Familie	Familie	NULL	dew03_2007_09	deu	simplex
Handel	Handel	Handel	NULL	dew03_2007_09	deu	simplex
Waffen	Waffe	Waffe	NULL	dew03_2007_09	deu	simplex
Kinder	Kind	Kind	NULL	dew03_2007_09	deu	simplex
Nationen	Nation	Nation	NULL	dew03_2007_09	deu	simplex
Fall	Fall	Fall	NULL	dew03_2007_09	deu	simplex
Gebieten	Gebiet	Gebiet	NULL	dew03_2007_09	deu	simplex
Gewalt	Gewalt	Gewalt	NULL	dew03_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew03_2007_09	deu	simplex
Waffen	Waffe	Waffe	NULL	dew03_2007_09	deu	simplex
Anspruch	Anspruch	Anspruch	NULL	dew03_2007_09	deu	simplex
Besitz	Besitz	Besitz	NULL	dew03_2007_09	deu	simplex
Heimat	Heimat	Heimat	NULL	dew03_2007_09	deu	simplex
Bleibe	Bleibe	Bleibe	NULL	dew03_2007_09	deu	simplex
Anhänger	Anhänger	Anhänger	NULL	dew03_2007_09	deu	simplex
Religion	Religion	Religion	NULL	dew03_2007_09	deu	simplex
Hab	Hab	Hab	NULL	dew03_2007_09	deu	simplex
Gut	Gut	Gut	NULL	dew03_2007_09	deu	simplex
Thema	Thema	Thema	NULL	dew03_2007_09	deu	simplex
Religion	Religion	Religion	NULL	dew03_2007_09	deu	simplex
Rassismus	Rassismus	Rassismus	NULL	dew03_2007_09	deu	simplex
Rolle	Rolle	Rolle	NULL	dew03_2007_09	deu	simplex
Männer	Mann	Mann	NULL	dew03_2007_09	deu	simplex
Rechten	Rechte	Rechte	NULL	dew03_2007_09	deu	simplex
Ziel	Ziel	Ziel	NULL	dew03_2007_09	deu	simplex
Hass	Haß	Haß	NULL	dew03_2007_09	deu	simplex
Lust	Lust	Lust	NULL	dew03_2007_09	deu	simplex
Gewalt	Gewalt	Gewalt	NULL	dew03_2007_09	deu	simplex
Bnaden	Bnaden	Bnaden	NULL	dew03_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew03_2007_09	deu	simplex
Problem	Problem	Problem	NULL	dew03_2007_09	deu	simplex
Religionen	Religion	Religion	NULL	dew03_2007_09	deu	simplex
Spass	Spaß	Spaß	NULL	dew03_2007_09	deu	simplex
Gewalt	Gewalt	Gewalt	NULL	dew03_2007_09	deu	simplex
Stück	Stück	Stück	NULL	dew03_2007_09	deu	simplex
Kindheit	Kindheit	Kindheit	NULL	dew03_2007_09	deu	simplex
Kriminellen	Kriminelle	Kriminelle	NULL	dew03_2007_09	deu	simplex
Wunsch	Wunsch	Wunsch	NULL	dew03_2007_09	deu	simplex
Gruppe	Gruppe	Gruppe	NULL	dew03_2007_09	deu	simplex
Kick	Kick	Kick	NULL	dew03_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew03_2007_09	deu	simplex
Problem	Problem	Problem	NULL	dew03_2007_09	deu	simplex
Kindheit	Kindheit	Kindheit	NULL	dew03_2007_09	deu	simplex
Recht	Recht	Recht	NULL	dew03_2007_09	deu	simplex
Strafvollzug	Strafvollzug	Strafvollzug	NULL	dew03_2007_09	deu	simplex
Weg	Weg	Weg	NULL	dew03_2007_09	deu	simplex
Täter	Täter	Täter	NULL	dew03_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew03_2007_09	deu	simplex
Ende	Ende	Ende	NULL	dew03_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew03_2007_09	deu	simplex
Worten	Wort	Wort	NULL	dew03_2007_09	deu	simplex
Gewalt	Gewalt	Gewalt	NULL	dew03_2007_09	deu	simplex
Respekt	Respekt	Respekt	NULL	dew03_2007_09	deu	simplex
Ordnung	Ordnung	Ordnung	NULL	dew03_2007_09	deu	simplex
Vorstellung	Vorstellung	Vorstellung	NULL	dew03_2007_09	deu	simplex
Welt	Welt	Welt	NULL	dew03_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew03_2007_09	deu	simplex
Gesetze	Gesetz	Gesetz	NULL	dew03_2007_09	deu	simplex
Regeln	Regeln	Regeln	NULL	dew03_2007_09	deu	simplex
Regeln	Regeln	Regeln	NULL	dew03_2007_09	deu	simplex
Brechen	Brechen	Brechen	NULL	dew03_2007_09	deu	simplex
Sinn	Sinn	Sinn	NULL	dew03_2007_09	deu	simplex
Recht	Recht	Recht	NULL	dew03_2007_09	deu	simplex
Ordnung	Ordnung	Ordnung	NULL	dew03_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew03_2007_09	deu	simplex
Tages	Tag	Tag	NULL	dew03_2007_09	deu	simplex
Leben	Leben	Leben	NULL	dew03_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew03_2007_09	deu	simplex
Gewalt	Gewalt	Gewalt	NULL	dew03_2007_09	deu	simplex
Hass	Haß	Haß	NULL	dew03_2007_09	deu	simplex
Mitmenschen	Mitmensch	Mitmensch	NULL	dew03_2007_09	deu	simplex
Kriminelle	Kriminelle	Kriminelle	NULL	dew03_2007_09	deu	simplex
Recht	Recht	Recht	NULL	dew03_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew03_2007_09	deu	simplex
IV-Empfänger	IV-Empfänger	Empfänger	IV-	dew04_2007_09	deu	compound
Nichtstun	Nichtstun	Tun	Nichts	dew04_2007_09	deu	compound
Berufstätigen	Berufstätigen	Tätigen	Berufs	dew04_2007_09	deu	compound
IV-Empfänger	IV-Empfänger	Empfänger	IV-	dew04_2007_09	deu	compound
Lebensunterhalt	Lebensunterhalt	Unterhalt	Lebens	dew04_2007_09	deu	compound
Endeffekt	Endeffekt	Effekt	End	dew04_2007_09	deu	compound
IV-Empfänger	IV-Empfänger	Empfänger	IV-	dew04_2007_09	deu	compound
Fernseher	Fernseher	Fernseher	NULL	dew04_2007_09	deu	simplex
Nachrichten	Nachricht	Nachricht	NULL	dew04_2007_09	deu	simplex
Meldungen	Meldung	Meldung	NULL	dew04_2007_09	deu	simplex
Frage	Frage	Frage	NULL	dew04_2007_09	deu	simplex
Jahre	Jahr	Jahr	NULL	dew04_2007_09	deu	simplex
Art	Art	Art	NULL	dew04_2007_09	deu	simplex
Arbeitslosengeld	Arbeitslosengeld	Arbeitslosengeld	NULL	dew04_2007_09	deu	simplex
Diskussionen	Diskussion	Diskussion	NULL	dew04_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew04_2007_09	deu	simplex
Berufstätige	Berufstätige	Berufstätige	NULL	dew04_2007_09	deu	simplex
Arbeitslose	Arbeitslose	Arbeitslose	NULL	dew04_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew04_2007_09	deu	simplex
Arbeitslose	Arbeitslose	Arbeitslose	NULL	dew04_2007_09	deu	simplex
Seite	Seite	Seite	NULL	dew04_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew04_2007_09	deu	simplex
Preis	Preis	Preis	NULL	dew04_2007_09	deu	simplex
Frage	Frage	Frage	NULL	dew04_2007_09	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dew04_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew04_2007_09	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dew04_2007_09	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dew04_2007_09	deu	simplex
Diskussionen	Diskussion	Diskussion	NULL	dew04_2007_09	deu	simplex
Einzelne	Einzelne	Einzelne	NULL	dew04_2007_09	deu	simplex
Stellung	Stellung	Stellung	NULL	dew04_2007_09	deu	simplex
Meinung	Meinung	Meinung	NULL	dew04_2007_09	deu	simplex
Einen	Eine	Eine	NULL	dew04_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew04_2007_09	deu	simplex
Sicht	Sicht	Sicht	NULL	dew04_2007_09	deu	simplex
Gruppe	Gruppe	Gruppe	NULL	dew04_2007_09	deu	simplex
Leben	Leben	Leben	NULL	dew04_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew04_2007_09	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dew04_2007_09	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dew04_2007_09	deu	simplex
Staat	Staat	Staat	NULL	dew04_2007_09	deu	simplex
Leben	Leben	Leben	NULL	dew04_2007_09	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dew04_2007_09	deu	simplex
Hartz	Hartz	Hartz	NULL	dew04_2007_09	deu	simplex
Hause	Haus	Haus	NULL	dew04_2007_09	deu	simplex
Friseurin	Friseurin	Friseurin	NULL	dew04_2007_09	deu	simplex
Stunden	Stunden	Stunden	NULL	dew04_2007_09	deu	simplex
Gleiche	Gleiche	Gleiche	NULL	dew04_2007_09	deu	simplex
Fällen	Fällen	Fällen	NULL	dew04_2007_09	deu	simplex
Berufstätige	Berufstätige	Berufstätige	NULL	dew04_2007_09	deu	simplex
Hartz	Hartz	Hartz	NULL	dew04_2007_09	deu	simplex
Seite	Seite	Seite	NULL	dew04_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew04_2007_09	deu	simplex
Aufregung	Aufregung	Aufregung	NULL	dew04_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew04_2007_09	deu	simplex
Leben	Leben	Leben	NULL	dew04_2007_09	deu	simplex
Zeit	Zeit	Zeit	NULL	dew04_2007_09	deu	simplex
Arbeitsplätze	Arbeitsplatz	Arbeitsplatz	NULL	dew04_2007_09	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dew04_2007_09	deu	simplex
Punkt	Punkt	Punkt	NULL	dew04_2007_09	deu	simplex
Meinung	Meinung	Meinung	NULL	dew04_2007_09	deu	simplex
Einen	Eine	Eine	NULL	dew04_2007_09	deu	simplex
Kompromiss	Kompromiß	Kompromiß	NULL	dew04_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew04_2007_09	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dew04_2007_09	deu	simplex
Taschendieb	Taschendieb	Dieb	Taschen	dew05_2007_09	deu	compound
Fußgängerzone	Fußgängerzone	Zone	Fußgänger	dew05_2007_09	deu	compound
Einkaufzentrum	Einkaufzentrum	Zentrum	Einkauf	dew05_2007_09	deu	compound
Raubüberfall	Raubüberfall	Überfall	Raub	dew05_2007_09	deu	compound
Sachbeschädigung	Sachbeschädigung	Beschädigung	Sach	dew05_2007_09	deu	compound
Körperverletzung	Körperverletzung	Verletzung	Körper	dew05_2007_09	deu	compound
Gefängniszelle	Gefängniszelle	Zelle	Gefängnis	dew05_2007_09	deu	compound
Messerstichen	Messerstich	Stich	Messer	dew05_2007_09	deu	compound
Jugendhaft	Jugendhaft	Haft	Jugend	dew05_2007_09	deu	compound
Falschparken	Falschparken	Parken	Falsch	dew05_2007_09	deu	compound
Wertsachen	Wertsache	Sache	Wert	dew05_2007_09	deu	compound
Augenblick	Augenblick	Blick	Augen	dew05_2007_09	deu	compound
Abertausende	Abertausende	Ende	Abertaus	dew05_2007_09	deu	compound
Gerichtssendungen	Gerichtssendung	Sendung	Gerichts	dew05_2007_09	deu	compound
Augenblick	Augenblick	Blick	Augen	dew05_2007_09	deu	compound
Gewalttat	Gewalttat	Tat	Gewalt	dew05_2007_09	deu	compound
Bruder	Bruder	Bruder	NULL	dew05_2007_09	deu	simplex
Polizist	Polizist	Polizist	NULL	dew05_2007_09	deu	simplex
Jungen	Junge	Junge	NULL	dew05_2007_09	deu	simplex
Messer	Messer	Messer	NULL	dew05_2007_09	deu	simplex
Sache	Sache	Sache	NULL	dew05_2007_09	deu	simplex
Antwort	Antwort	Antwort	NULL	dew05_2007_09	deu	simplex
Polizisten	Polizist	Polizist	NULL	dew05_2007_09	deu	simplex
Polizisten	Polizist	Polizist	NULL	dew05_2007_09	deu	simplex
Zeit	Zeit	Zeit	NULL	dew05_2007_09	deu	simplex
Raum	Raum	Raum	NULL	dew05_2007_09	deu	simplex
Jahre	Jahr	Jahr	NULL	dew05_2007_09	deu	simplex
Eltern	Eltern	Eltern	NULL	dew05_2007_09	deu	simplex
Vorort	Vorort	Vorort	NULL	dew05_2007_09	deu	simplex
Stadt	Stadt	Stadt	NULL	dew05_2007_09	deu	simplex
Bruder	Bruder	Bruder	NULL	dew05_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew05_2007_09	deu	simplex
Dieb	Dieb	Dieb	NULL	dew05_2007_09	deu	simplex
Mord	Mord	Mord	NULL	dew05_2007_09	deu	simplex
Bruder	Bruder	Bruder	NULL	dew05_2007_09	deu	simplex
Erde	Erde	Erde	NULL	dew05_2007_09	deu	simplex
Monat	Monat	Monat	NULL	dew05_2007_09	deu	simplex
Mörder	Mörder	Mörder	NULL	dew05_2007_09	deu	simplex
Grund	Grund	Grund	NULL	dew05_2007_09	deu	simplex
Brust	Brust	Brust	NULL	dew05_2007_09	deu	simplex
Jahre	Jahr	Jahr	NULL	dew05_2007_09	deu	simplex
Bewährung	Bewährung	Bewährung	NULL	dew05_2007_09	deu	simplex
Land	Land	Land	NULL	dew05_2007_09	deu	simplex
Bürokratie	Bürokratie	Bürokratie	NULL	dew05_2007_09	deu	simplex
Gesetzen	Gesetz	Gesetz	NULL	dew05_2007_09	deu	simplex
Alt	Alt	Alt	NULL	dew05_2007_09	deu	simplex
Delikte	Delikt	Delikt	NULL	dew05_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew05_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew05_2007_09	deu	simplex
Zeit	Zeit	Zeit	NULL	dew05_2007_09	deu	simplex
Geschichte	Geschichte	Geschichte	NULL	dew05_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew05_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew05_2007_09	deu	simplex
Moment	Moment	Moment	NULL	dew05_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew05_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew05_2007_09	deu	simplex
Richter	Richter	Richter	NULL	dew05_2007_09	deu	simplex
Frage	Frage	Frage	NULL	dew05_2007_09	deu	simplex
Personen	Person	Person	NULL	dew05_2007_09	deu	simplex
Wille	Wille	Wille	NULL	dew05_2007_09	deu	simplex
Erfolg	Erfolg	Erfolg	NULL	dew05_2007_09	deu	simplex
Abschreckung	Abschreckung	Abschreckung	NULL	dew05_2007_09	deu	simplex
Strafen	Strafe	Strafe	NULL	dew05_2007_09	deu	simplex
Hang	Hang	Hang	NULL	dew05_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew05_2007_09	deu	simplex
Umstände	Umstand	Umstand	NULL	dew05_2007_09	deu	simplex
Raub	Raub	Raub	NULL	dew05_2007_09	deu	simplex
Mord	Mord	Mord	NULL	dew05_2007_09	deu	simplex
Ehre	Ehre	Ehre	NULL	dew05_2007_09	deu	simplex
Familie	Familie	Familie	NULL	dew05_2007_09	deu	simplex
Kriminellen	Kriminelle	Kriminelle	NULL	dew05_2007_09	deu	simplex
Antwort	Antwort	Antwort	NULL	dew05_2007_09	deu	simplex
Fragen	Frage	Frage	NULL	dew05_2007_09	deu	simplex
Möglichkeit	Möglichkeit	Möglichkeit	NULL	dew05_2007_09	deu	simplex
Fällen	Fällen	Fällen	NULL	dew05_2007_09	deu	simplex
Handlung	Handlung	Handlung	NULL	dew05_2007_09	deu	simplex
Affekt	Affekt	Affekt	NULL	dew05_2007_09	deu	simplex
Täter	Täter	Täter	NULL	dew05_2007_09	deu	simplex
Aufklärung	Aufklärung	Aufklärung	NULL	dew05_2007_09	deu	simplex
Folgen	Folge	Folge	NULL	dew05_2007_09	deu	simplex
Vorsorge	Vorsorge	Vorsorge	NULL	dew05_2007_09	deu	simplex
Personen	Person	Person	NULL	dew05_2007_09	deu	simplex
Seite	Seite	Seite	NULL	dew05_2007_09	deu	simplex
Problem	Problem	Problem	NULL	dew05_2007_09	deu	simplex
Täter	Täter	Täter	NULL	dew05_2007_09	deu	simplex
Probleme	Problem	Problem	NULL	dew05_2007_09	deu	simplex
Ende	Ende	Ende	NULL	dew05_2007_09	deu	simplex
Lösung	Lösung	Lösung	NULL	dew05_2007_09	deu	simplex
Sicht	Sicht	Sicht	NULL	dew05_2007_09	deu	simplex
Teil	Teil	Teil	NULL	dew05_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew05_2007_09	deu	simplex
Mobiltelefone	Mobiltelefon	Telefon	Mobil	dew06_2007_09	deu	compound
Einkaufszentrum	Einkaufszentrum	Zentrum	Einkaufs	dew06_2007_09	deu	compound
Elektronikgeschäften	Elektronikgeschäft	Geschäft	Elektronik	dew06_2007_09	deu	compound
sicherheitsmänner	Sicherheitsmann	Mann	Sicherheits	dew06_2007_09	deu	compound
Sicherheitsheitsmaßnahmen	Sicherheitsheitsmaßnahmen	Men	Sicherheitsheitsmaßnah	dew06_2007_09	deu	compound
Bankäuber	Bankäuber	Bankäuber	NULL	dew06_2007_09	deu	compound
Geldtransporter	Geldtransporter	Transporter	Geld	dew06_2007_09	deu	compound
Kriminalitätsrate	Kriminalitätsrate	Rate	Kriminalitäts	dew06_2007_09	deu	compound
Behnehmen	Behnehmen	Men	Behneh	dew06_2007_09	deu	compound
Altagsgegenständen	Altagsgegenständen	Altagsgegenständen	NULL	dew06_2007_09	deu	compound
Sicherheitsleute	Sicherheitsleute	Leute	Sicherheits	dew06_2007_09	deu	compound
Ladendetektive	Ladendetektiv	Detektiv	Laden	dew06_2007_09	deu	compound
Überwachungskameras	Überwachungskamera	Kamera	Überwachungs	dew06_2007_09	deu	compound
Straftaten	Straftat	Tat	Straf	dew06_2007_09	deu	compound
wiederholungstat	Wiederholungstat	Tat	Wiederholungs	dew06_2007_09	deu	compound
Neueinsteiger	Neueinsteiger	Einsteiger	Neu	dew06_2007_09	deu	compound
Neueinsteiger	Neueinsteiger	Einsteiger	Neu	dew06_2007_09	deu	compound
Geldstrafen	Geldstrafe	Strafe	Geld	dew06_2007_09	deu	compound
Ladenverbot	Ladenverbot	Verbot	Laden	dew06_2007_09	deu	compound
Bankräubern	Bankräubern	Räuber	Bank	dew06_2007_09	deu	compound
Geldstrafen	Geldstrafe	Strafe	Geld	dew06_2007_09	deu	compound
Bankräuber	Bankräuber	Räuber	Bank	dew06_2007_09	deu	compound
Ladenräuber	Ladenräuber	Räuber	Laden	dew06_2007_09	deu	compound
Geldstrafen	Geldstrafe	Strafe	Geld	dew06_2007_09	deu	compound
Diebstahl	Diebstahl	Diebstahl	NULL	dew06_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew06_2007_09	deu	simplex
Freunden	Freund	Freund	NULL	dew06_2007_09	deu	simplex
Bekannten	Bekannte	Bekannte	NULL	dew06_2007_09	deu	simplex
Fahrräder	Fahrrad	Fahrrad	NULL	dew06_2007_09	deu	simplex
Dinge	Ding	Ding	NULL	dew06_2007_09	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dew06_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew06_2007_09	deu	simplex
Polizei	Polizei	Polizei	NULL	dew06_2007_09	deu	simplex
Anzeige	Anzeige	Anzeige	NULL	dew06_2007_09	deu	simplex
Polizei	Polizei	Polizei	NULL	dew06_2007_09	deu	simplex
Sachen	Sache	Sache	NULL	dew06_2007_09	deu	simplex
Fällen	Fällen	Fällen	NULL	dew06_2007_09	deu	simplex
Dieb	Dieb	Dieb	NULL	dew06_2007_09	deu	simplex
Anzeige	Anzeige	Anzeige	NULL	dew06_2007_09	deu	simplex
Verlust	Verlust	Verlust	NULL	dew06_2007_09	deu	simplex
Geschäfte	Geschäft	Geschäft	NULL	dew06_2007_09	deu	simplex
Diebstahl	Diebstahl	Diebstahl	NULL	dew06_2007_09	deu	simplex
Banden	Bande	Bande	NULL	dew06_2007_09	deu	simplex
Geschäfte	Geschäft	Geschäft	NULL	dew06_2007_09	deu	simplex
Leute	Leute	Leute	NULL	dew06_2007_09	deu	simplex
Geschäfte	Geschäft	Geschäft	NULL	dew06_2007_09	deu	simplex
Banken	Bank	Bank	NULL	dew06_2007_09	deu	simplex
Sparkassen	Sparkasse	Sparkasse	NULL	dew06_2007_09	deu	simplex
Banken	Bank	Bank	NULL	dew06_2007_09	deu	simplex
Millionen	Million	Million	NULL	dew06_2007_09	deu	simplex
Euro	Euro	Euro	NULL	dew06_2007_09	deu	simplex
Überfall	Überfall	Überfall	NULL	dew06_2007_09	deu	simplex
Wahrscheinlichkeit	Wahrscheinlichkeit	Wahrscheinlichkeit	NULL	dew06_2007_09	deu	simplex
Überfälle	Überfall	Überfall	NULL	dew06_2007_09	deu	simplex
Verantwortlichen	Verantwortliche	Verantwortliche	NULL	dew06_2007_09	deu	simplex
Rechenschaft	Rechenschaft	Rechenschaft	NULL	dew06_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew06_2007_09	deu	simplex
Slums	Slum	Slum	NULL	dew06_2007_09	deu	simplex
Armen	Arme	Arme	NULL	dew06_2007_09	deu	simplex
stadtteil	Stadtteil	Stadtteil	NULL	dew06_2007_09	deu	simplex
Städten	Stadt	Stadt	NULL	dew06_2007_09	deu	simplex
Arme	Arme	Arme	NULL	dew06_2007_09	deu	simplex
Menschen	Mensch	Mensch	NULL	dew06_2007_09	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dew06_2007_09	deu	simplex
Wasser	Wasser	Wasser	NULL	dew06_2007_09	deu	simplex
Arbeitslose	Arbeitslose	Arbeitslose	NULL	dew06_2007_09	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dew06_2007_09	deu	simplex
Bewerbung	Bewerbung	Bewerbung	NULL	dew06_2007_09	deu	simplex
Sachen	Sache	Sache	NULL	dew06_2007_09	deu	simplex
Geld	Geld	Geld	NULL	dew06_2007_09	deu	simplex
Diebstahl	Diebstahl	Diebstahl	NULL	dew06_2007_09	deu	simplex
