tok	lemma	head	modifier	trancription_name	L1	type
Unrecht	Unrecht	Unrecht	NULL	fk014_2006_07	eng	simplex
Zusammenhang	Zusammenhang	Zusammenhang	NULL	fk014_2006_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk014_2006_07	eng	simplex
Fällen	Fällen	Fällen	NULL	fk014_2006_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk014_2006_07	eng	simplex
Gruppe	Gruppe	Gruppe	NULL	fk014_2006_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk014_2006_07	eng	simplex
Zukunft	Zukunft	Zukunft	NULL	fk014_2006_07	eng	simplex
Ausbildung	Ausbildung	Ausbildung	NULL	fk014_2006_07	eng	simplex
Ärzte	Arzt	Arzt	NULL	fk014_2006_07	eng	simplex
Genossen	Genosse	Genosse	NULL	fk014_2006_07	eng	simplex
Frage	Frage	Frage	NULL	fk014_2006_07	eng	simplex
Weltanschauung	Weltanschauung	Weltanschauung	NULL	fk014_2006_07	eng	simplex
Moral	Moral	Moral	NULL	fk014_2006_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fk014_2006_07	eng	simplex
Verbesserung	Verbesserung	Verbesserung	NULL	fk014_2006_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk014_2006_07	eng	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	fk014_2006_07	eng	simplex
Leute	Leute	Leute	NULL	fk014_2006_07	eng	simplex
Ärzte	Arzt	Arzt	NULL	fk014_2006_07	eng	simplex
Lehrern	Lehrer	Lehrer	NULL	fk014_2006_07	eng	simplex
Leistung	Leistung	Leistung	NULL	fk014_2006_07	eng	simplex
Sache	Sache	Sache	NULL	fk014_2006_07	eng	simplex
Ethik	Ethik	Ethik	NULL	fk014_2006_07	eng	simplex
Sinne	Sinn	Sinn	NULL	fk014_2006_07	eng	simplex
Sache	Sache	Sache	NULL	fk014_2006_07	eng	simplex
Förderung	Förderung	Förderung	NULL	fk014_2006_07	eng	simplex
Leistung	Leistung	Leistung	NULL	fk014_2006_07	eng	simplex
System	System	System	NULL	fk014_2006_07	eng	simplex
Geld	Geld	Geld	NULL	fk014_2006_07	eng	simplex
Begeisterung	Begeisterung	Begeisterung	NULL	fk014_2006_07	eng	simplex
Ziele	Ziel	Ziel	NULL	fk014_2006_07	eng	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	fk014_2006_07	eng	simplex
Arbeit	Arbeit	Arbeit	NULL	fk014_2006_07	eng	simplex
Produkte	Produkt	Produkt	NULL	fk014_2006_07	eng	simplex
Vorsprung	Vorsprung	Vorsprung	NULL	fk014_2006_07	eng	simplex
Vergangenheit	Vergangenheit	Vergangenheit	NULL	fk014_2006_07	eng	simplex
Kommunismus	Kommunismus	Kommunismus	NULL	fk014_2006_07	eng	simplex
Ideologie	Ideologie	Ideologie	NULL	fk014_2006_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk014_2006_07	eng	simplex
Bedingungen	Bedingung	Bedingung	NULL	fk014_2006_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk014_2006_07	eng	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	fk014_2006_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fk014_2006_07	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fk014_2006_07	eng	simplex
Meritokratie	Meritokratie	Meritokratie	NULL	fk014_2006_07	eng	simplex
Ethik	Ethik	Ethik	NULL	fk014_2006_07	eng	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	fk014_2006_07	eng	simplex
Arbeit	Arbeit	Arbeit	NULL	fk014_2006_07	eng	simplex
Sinne	Sinn	Sinn	NULL	fk014_2006_07	eng	simplex
Natur	Natur	Natur	NULL	fk014_2006_07	eng	simplex
Erachtens	Erachten	Erachten	NULL	fk014_2006_07	eng	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	fk014_2006_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fk014_2006_07	eng	simplex
Regeln	Regeln	Regeln	NULL	fk014_2006_07	eng	simplex
Ökonomie	Ökonomie	Ökonomie	NULL	fk014_2006_07	eng	simplex
System	System	System	NULL	fk014_2006_07	eng	simplex
Verbesserung	Verbesserung	Verbesserung	NULL	fk014_2006_07	eng	simplex
Univerisitätsabschlüsse	Univerisitätsabschlüsse	Abschlüsse	Univerisitäts	fk014_2006_08	eng	compound
Universitätsabschluß	Universitätsabschluß	Abschluß	Universitäts	fk014_2006_08	eng	compound
Universitätsabschlüsse	Universitätsabschlüs	Abschlüs	Universitäts	fk014_2006_08	eng	compound
Universitätsabschlüsse	Universitätsabschlüs	Abschlüs	Universitäts	fk014_2006_08	eng	compound
Gesellschaftsrolle	Gesellschaftsrolle	Rolle	Gesellschafts	fk014_2006_08	eng	compound
Wirtschaftsfähige	Wirtschaftsfähige	Wirtschaftsfähige	NULL	fk014_2006_08	eng	compound
Universitätsmodell	Universitätsmodell	Modell	Universitäts	fk014_2006_08	eng	compound
Studienfächer	Studienfach	Fach	Studien	fk014_2006_08	eng	compound
Naturwissenschaften	Naturwissenschaft	Wissenschaft	Natur	fk014_2006_08	eng	compound
Geisteswissenschaften	Geisteswissenschaft	Wissenschaft	Geistes	fk014_2006_08	eng	compound
Madonna-Studien	Madonna-Studien	Studie	Madonna-	fk014_2006_08	eng	compound
Arbeitsmarkt	Arbeitsmarkt	Markt	Arbeits	fk014_2006_08	eng	compound
Ausbildungsniveau	Ausbildungsniveau	Niveau	Ausbildungs	fk014_2006_08	eng	compound
Anglistikstudium	Anglistikstudium	Studium	Anglistik	fk014_2006_08	eng	compound
Studierenrichtungen	Studierenrichtungen	Richtung	Studieren	fk014_2006_08	eng	compound
Telefonsystem	Telefonsystem	System	Telefon	fk014_2006_08	eng	compound
Fukoyamas	Fukoyamas	As	Fukoyam	fk014_2006_08	eng	compound
Arbeitskräfte	Arbeitskraft	Kraft	Arbeits	fk014_2006_08	eng	compound
Studenten	Student	Student	NULL	fk014_2006_08	eng	simplex
Welt	Welt	Welt	NULL	fk014_2006_08	eng	simplex
Wert	Wert	Wert	NULL	fk014_2006_08	eng	simplex
Studenten	Student	Student	NULL	fk014_2006_08	eng	simplex
Frage	Frage	Frage	NULL	fk014_2006_08	eng	simplex
Ausbildung	Ausbildung	Ausbildung	NULL	fk014_2006_08	eng	simplex
Frage	Frage	Frage	NULL	fk014_2006_08	eng	simplex
Wert	Wert	Wert	NULL	fk014_2006_08	eng	simplex
Argumentation	Argumentation	Argumentation	NULL	fk014_2006_08	eng	simplex
Logik	Logik	Logik	NULL	fk014_2006_08	eng	simplex
Frage	Frage	Frage	NULL	fk014_2006_08	eng	simplex
Studium	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Wert	Wert	Wert	NULL	fk014_2006_08	eng	simplex
Studiums	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Frage	Frage	Frage	NULL	fk014_2006_08	eng	simplex
Studiums	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Geld	Geld	Geld	NULL	fk014_2006_08	eng	simplex
Arbeiter	Arbeiter	Arbeiter	NULL	fk014_2006_08	eng	simplex
Liberalen	Liberale	Liberale	NULL	fk014_2006_08	eng	simplex
Jahrhunderts	Jahrhundert	Jahrhundert	NULL	fk014_2006_08	eng	simplex
Studium	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Tradition	Tradition	Tradition	NULL	fk014_2006_08	eng	simplex
Druck	Druck	Druck	NULL	fk014_2006_08	eng	simplex
Alltags	Alltag	Alltag	NULL	fk014_2006_08	eng	simplex
Studium	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Minderheit	Minderheit	Minderheit	NULL	fk014_2006_08	eng	simplex
Jahren	Jahr	Jahr	NULL	fk014_2006_08	eng	simplex
Studium	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Stelle	Stelle	Stelle	NULL	fk014_2006_08	eng	simplex
Medizin	Medizin	Medizin	NULL	fk014_2006_08	eng	simplex
Beispiele	Beispiel	Beispiel	NULL	fk014_2006_08	eng	simplex
Fächer	Fächer	Fächer	NULL	fk014_2006_08	eng	simplex
Orientierung	Orientierung	Orientierung	NULL	fk014_2006_08	eng	simplex
Fächer	Fächer	Fächer	NULL	fk014_2006_08	eng	simplex
Fächer	Fächer	Fächer	NULL	fk014_2006_08	eng	simplex
Jahren	Jahr	Jahr	NULL	fk014_2006_08	eng	simplex
Stelle	Stelle	Stelle	NULL	fk014_2006_08	eng	simplex
Kursen	Kurs	Kurs	NULL	fk014_2006_08	eng	simplex
Studenten	Student	Student	NULL	fk014_2006_08	eng	simplex
Karriere	Karriere	Karriere	NULL	fk014_2006_08	eng	simplex
Beispiel	Beispiel	Beispiel	NULL	fk014_2006_08	eng	simplex
Hotels	Hotel	Hotel	NULL	fk014_2006_08	eng	simplex
Restaurants	Restaurant	Restaurant	NULL	fk014_2006_08	eng	simplex
Rolle	Rolle	Rolle	NULL	fk014_2006_08	eng	simplex
Fächer	Fächer	Fächer	NULL	fk014_2006_08	eng	simplex
Abiturienten	Abiturient	Abiturient	NULL	fk014_2006_08	eng	simplex
Tat	Tat	Tat	NULL	fk014_2006_08	eng	simplex
Konkurrenz	Konkurrenz	Konkurrenz	NULL	fk014_2006_08	eng	simplex
Beispiel	Beispiel	Beispiel	NULL	fk014_2006_08	eng	simplex
Ökonomie	Ökonomie	Ökonomie	NULL	fk014_2006_08	eng	simplex
Studenten	Student	Student	NULL	fk014_2006_08	eng	simplex
Wert	Wert	Wert	NULL	fk014_2006_08	eng	simplex
Aspekte	Aspekt	Aspekt	NULL	fk014_2006_08	eng	simplex
Studiums	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk014_2006_08	eng	simplex
Fächer	Fächer	Fächer	NULL	fk014_2006_08	eng	simplex
Basis	Basis	Basis	NULL	fk014_2006_08	eng	simplex
Kultur	Kultur	Kultur	NULL	fk014_2006_08	eng	simplex
Firmen	Firma	Firma	NULL	fk014_2006_08	eng	simplex
Angestellten	Angestellte	Angestellte	NULL	fk014_2006_08	eng	simplex
Büro	Büro	Büro	NULL	fk014_2006_08	eng	simplex
Leben	Leben	Leben	NULL	fk014_2006_08	eng	simplex
Befreiung	Befreiung	Befreiung	NULL	fk014_2006_08	eng	simplex
Ausbildung	Ausbildung	Ausbildung	NULL	fk014_2006_08	eng	simplex
Unwichtigkeit	Unwichtigkeit	Unwichtigkeit	NULL	fk014_2006_08	eng	simplex
Kleinigkeiten	Kleinigkeit	Kleinigkeit	NULL	fk014_2006_08	eng	simplex
Jahr	Jahr	Jahr	NULL	fk014_2006_08	eng	simplex
Ende	Ende	Ende	NULL	fk014_2006_08	eng	simplex
Geschichte	Geschichte	Geschichte	NULL	fk014_2006_08	eng	simplex
Maschinen	Maschine	Maschine	NULL	fk014_2006_08	eng	simplex
Universitäten	Universität	Universität	NULL	fk014_2006_08	eng	simplex
Zukunft	Zukunft	Zukunft	NULL	fk014_2006_08	eng	simplex
Fächer	Fächer	Fächer	NULL	fk014_2006_08	eng	simplex
Studiengänge	Studiengang	Studiengang	NULL	fk014_2006_08	eng	simplex
Wörter	Wort	Wort	NULL	fk014_2006_08	eng	simplex
Menschen	Mensch	Mensch	NULL	fk014_2006_08	eng	simplex
Erachtens	Erachten	Erachten	NULL	fk014_2006_08	eng	simplex
Wert	Wert	Wert	NULL	fk014_2006_08	eng	simplex
Studiums	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Zusammenhang	Zusammenhang	Zusammenhang	NULL	fk014_2006_08	eng	simplex
Mensch	Mensch	Mensch	NULL	fk014_2006_08	eng	simplex
Wirtschaft	Wirtschaft	Wirtschaft	NULL	fk014_2006_08	eng	simplex
Frage	Frage	Frage	NULL	fk014_2006_08	eng	simplex
Schwierigkeit	Schwierigkeit	Schwierigkeit	NULL	fk014_2006_08	eng	simplex
Studiums	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Vergleich	Vergleich	Vergleich	NULL	fk014_2006_08	eng	simplex
Wert	Wert	Wert	NULL	fk014_2006_08	eng	simplex
Studiums	Studium	Studium	NULL	fk014_2006_08	eng	simplex
Hilsfrau	Hilsfrau	Hilsfrau	NULL	fk015_2006_07	ces	compound
Ehemann	Ehemann	Mann	Ehe	fk015_2006_07	ces	compound
Rechtsanwalterin	Rechtsanwalterin	Rechtsanwalterin	NULL	fk015_2006_07	ces	compound
Feminismus	Feminismus	Feminismus	NULL	fk015_2006_07	ces	simplex
Feminismus	Feminismus	Feminismus	NULL	fk015_2006_07	ces	simplex
Staaten	Staat	Staat	NULL	fk015_2006_07	ces	simplex
Thema	Thema	Thema	NULL	fk015_2006_07	ces	simplex
Menge	Menge	Menge	NULL	fk015_2006_07	ces	simplex
Frauen	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Feminismus	Feminismus	Feminismus	NULL	fk015_2006_07	ces	simplex
Rechte	Rechte	Rechte	NULL	fk015_2006_07	ces	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk015_2006_07	ces	simplex
Hobbys	Hobby	Hobby	NULL	fk015_2006_07	ces	simplex
Kinder	Kind	Kind	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Hause	Haus	Haus	NULL	fk015_2006_07	ces	simplex
Feuer	Feuer	Feuer	NULL	fk015_2006_07	ces	simplex
Mann	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Mammute	Mammute	Mammute	NULL	fk015_2006_07	ces	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk015_2006_07	ces	simplex
Supermarkt	Supermarkt	Supermarkt	NULL	fk015_2006_07	ces	simplex
Beruf	Beruf	Beruf	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Mann	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Beispiel	Beispiel	Beispiel	NULL	fk015_2006_07	ces	simplex
Mann	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Haushalt	Haushalt	Haushalt	NULL	fk015_2006_07	ces	simplex
Häuser	Haus	Haus	NULL	fk015_2006_07	ces	simplex
Mutter	Mutter	Mutter	NULL	fk015_2006_07	ces	simplex
Hause	Haus	Haus	NULL	fk015_2006_07	ces	simplex
Familie	Familie	Familie	NULL	fk015_2006_07	ces	simplex
Freundes	Freund	Freund	NULL	fk015_2006_07	ces	simplex
Mutter	Mutter	Mutter	NULL	fk015_2006_07	ces	simplex
Beruf	Beruf	Beruf	NULL	fk015_2006_07	ces	simplex
Kühlschrank	Kühlschrank	Kühlschrank	NULL	fk015_2006_07	ces	simplex
Freund	Freund	Freund	NULL	fk015_2006_07	ces	simplex
Zimmer	Zimmer	Zimmer	NULL	fk015_2006_07	ces	simplex
Wochenende	Wochenende	Wochenende	NULL	fk015_2006_07	ces	simplex
Familie	Familie	Familie	NULL	fk015_2006_07	ces	simplex
Tisch	Tisch	Tisch	NULL	fk015_2006_07	ces	simplex
Familie	Familie	Familie	NULL	fk015_2006_07	ces	simplex
Mutter	Mutter	Mutter	NULL	fk015_2006_07	ces	simplex
Job	Job	Job	NULL	fk015_2006_07	ces	simplex
Art	Art	Art	NULL	fk015_2006_07	ces	simplex
Weise	Weise	Weise	NULL	fk015_2006_07	ces	simplex
Bruder	Bruder	Bruder	NULL	fk015_2006_07	ces	simplex
Mutter	Mutter	Mutter	NULL	fk015_2006_07	ces	simplex
Schuld	Schuld	Schuld	NULL	fk015_2006_07	ces	simplex
Mutter	Mutter	Mutter	NULL	fk015_2006_07	ces	simplex
Junge	Junge	Junge	NULL	fk015_2006_07	ces	simplex
Mutter	Mutter	Mutter	NULL	fk015_2006_07	ces	simplex
Vater	Vater	Vater	NULL	fk015_2006_07	ces	simplex
Sofa	Sofa	Sofa	NULL	fk015_2006_07	ces	simplex
Zeitung	Zeitung	Zeitung	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Mütter	Mutter	Mutter	NULL	fk015_2006_07	ces	simplex
Mann	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Haushalt	Haushalt	Haushalt	NULL	fk015_2006_07	ces	simplex
Generationen	Generation	Generation	NULL	fk015_2006_07	ces	simplex
Fehler	Fehler	Fehler	NULL	fk015_2006_07	ces	simplex
Meinung	Meinung	Meinung	NULL	fk015_2006_07	ces	simplex
Begriff	Begriff	Begriff	NULL	fk015_2006_07	ces	simplex
Feminismus	Feminismus	Feminismus	NULL	fk015_2006_07	ces	simplex
Männer	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Feministin	Feministin	Feministin	NULL	fk015_2006_07	ces	simplex
Junge	Junge	Junge	NULL	fk015_2006_07	ces	simplex
Feminist	Feminist	Feminist	NULL	fk015_2006_07	ces	simplex
Frauen	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Leben	Leben	Leben	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Männer	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Tiere	Tier	Tier	NULL	fk015_2006_07	ces	simplex
Art	Art	Art	NULL	fk015_2006_07	ces	simplex
Meinung	Meinung	Meinung	NULL	fk015_2006_07	ces	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk015_2006_07	ces	simplex
Rechte	Rechte	Rechte	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Frauen	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Rechte	Rechte	Rechte	NULL	fk015_2006_07	ces	simplex
Männer	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Ärztin	Ärztin	Ärztin	NULL	fk015_2006_07	ces	simplex
Probleme	Problem	Problem	NULL	fk015_2006_07	ces	simplex
Frage	Frage	Frage	NULL	fk015_2006_07	ces	simplex
Männer	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Situation	Situation	Situation	NULL	fk015_2006_07	ces	simplex
Beispiel	Beispiel	Beispiel	NULL	fk015_2006_07	ces	simplex
Staaten	Staat	Staat	NULL	fk015_2006_07	ces	simplex
Frau	Frau	Frau	NULL	fk015_2006_07	ces	simplex
Vermögen	Vermögen	Vermögen	NULL	fk015_2006_07	ces	simplex
Mannes	Mann	Mann	NULL	fk015_2006_07	ces	simplex
Diskrimination	Diskrimination	Diskrimination	NULL	fk015_2006_07	ces	simplex
Universitätsabschluss	Universitätsabschluß	Abschluß	Universitäts	fk015_2006_08	ces	compound
Fremdsprachen	Fremdsprache	Sprache	Fremd	fk015_2006_08	ces	compound
Fremdsprachenkenntniss	Fremdsprachenkenntniss	Kenntnis	Fremdsprachen	fk015_2006_08	ces	compound
Fremdsprachen	Fremdsprache	Sprache	Fremd	fk015_2006_08	ces	compound
Fremdsprachenkenntnis	Fremdsprachenkenntnis	Kenntnis	Fremdsprachen	fk015_2006_08	ces	compound
Spanischkenntnisse	Spanischkenntnis	Kenntnis	Spanisch	fk015_2006_08	ces	compound
Übersetzungsseminare	Übersetzungsseminare	Übersetzungsseminare	NULL	fk015_2006_08	ces	compound
Medizinstudium	Medizinstudium	Studium	Medizin	fk015_2006_08	ces	compound
Universitätsabschluss	Universitätsabschluß	Abschluß	Universitäts	fk015_2006_08	ces	compound
Nativsprecher	Nativsprecher	Sprecher	Nativ	fk015_2006_08	ces	compound
Erasmusstipendiatin	Erasmusstipendiatin	Erasmusstipendiatin	NULL	fk015_2006_08	ces	compound
Thema	Thema	Thema	NULL	fk015_2006_08	ces	simplex
Germanistik	Germanistik	Germanistik	NULL	fk015_2006_08	ces	simplex
Romanistik	Romanistik	Romanistik	NULL	fk015_2006_08	ces	simplex
Spanisch	Spanisch	Spanisch	NULL	fk015_2006_08	ces	simplex
Abitur	Abitur	Abitur	NULL	fk015_2006_08	ces	simplex
Klischees	Klischee	Klischee	NULL	fk015_2006_08	ces	simplex
Länder	Land	Land	NULL	fk015_2006_08	ces	simplex
Leute	Leute	Leute	NULL	fk015_2006_08	ces	simplex
Philologie	Philologie	Philologie	NULL	fk015_2006_08	ces	simplex
Jahren	Jahr	Jahr	NULL	fk015_2006_08	ces	simplex
Vorstellungen	Vorstellung	Vorstellung	NULL	fk015_2006_08	ces	simplex
Philologie	Philologie	Philologie	NULL	fk015_2006_08	ces	simplex
Übersetzerin	Übersetzerin	Übersetzerin	NULL	fk015_2006_08	ces	simplex
Dolmetscherin	Dolmetscherin	Dolmetscherin	NULL	fk015_2006_08	ces	simplex
Schule	Schule	Schule	NULL	fk015_2006_08	ces	simplex
Fakültät	Fakültät	Fakültät	NULL	fk015_2006_08	ces	simplex
Traditionen	Tradition	Tradition	NULL	fk015_2006_08	ces	simplex
Studium	Studium	Studium	NULL	fk015_2006_08	ces	simplex
Theorien	Theorie	Theorie	NULL	fk015_2006_08	ces	simplex
Bildung	Bildung	Bildung	NULL	fk015_2006_08	ces	simplex
Theorien	Theorie	Theorie	NULL	fk015_2006_08	ces	simplex
Arbeitslose	Arbeitslose	Arbeitslose	NULL	fk015_2006_08	ces	simplex
Theorien	Theorie	Theorie	NULL	fk015_2006_08	ces	simplex
Wasser	Wasser	Wasser	NULL	fk015_2006_08	ces	simplex
Gebiet	Gebiet	Gebiet	NULL	fk015_2006_08	ces	simplex
Studium	Studium	Studium	NULL	fk015_2006_08	ces	simplex
Rande	Rand	Rand	NULL	fk015_2006_08	ces	simplex
Interessen	Interesse	Interesse	NULL	fk015_2006_08	ces	simplex
Jahr	Jahr	Jahr	NULL	fk015_2006_08	ces	simplex
Studium	Studium	Studium	NULL	fk015_2006_08	ces	simplex
Freundinnen	Freundin	Freundin	NULL	fk015_2006_08	ces	simplex
Gymnasium	Gymnasium	Gymnasium	NULL	fk015_2006_08	ces	simplex
Vorteile	Vorteil	Vorteil	NULL	fk015_2006_08	ces	simplex
Nachteile	Nachteil	Nachteil	NULL	fk015_2006_08	ces	simplex
Studium	Studium	Studium	NULL	fk015_2006_08	ces	simplex
Meinung	Meinung	Meinung	NULL	fk015_2006_08	ces	simplex
Spanisch	Spanisch	Spanisch	NULL	fk015_2006_08	ces	simplex
Ländern	Land	Land	NULL	fk015_2006_08	ces	simplex
Jahr	Jahr	Jahr	NULL	fk015_2006_08	ces	simplex
Probleme	Problem	Problem	NULL	fk015_2006_08	ces	simplex
Student	Student	Student	NULL	fk015_2006_08	ces	simplex
Fakultät	Fakultät	Fakultät	NULL	fk015_2006_08	ces	simplex
Unterschied	Unterschied	Unterschied	NULL	fk015_2006_08	ces	simplex
Kenntnisse	Kenntnis	Kenntnis	NULL	fk015_2006_08	ces	simplex
Bereich	Bereich	Bereich	NULL	fk015_2006_08	ces	simplex
Situation	Situation	Situation	NULL	fk015_2006_08	ces	simplex
Kurs	Kurs	Kurs	NULL	fk015_2006_08	ces	simplex
Germanisten	Germanist	Germanist	NULL	fk015_2006_08	ces	simplex
Kurs	Kurs	Kurs	NULL	fk015_2006_08	ces	simplex
Sprechen	Sprechen	Sprechen	NULL	fk015_2006_08	ces	simplex
Verwendung	Verwendung	Verwendung	NULL	fk015_2006_08	ces	simplex
Leute	Leute	Leute	NULL	fk015_2006_08	ces	simplex
Fächer	Fächer	Fächer	NULL	fk015_2006_08	ces	simplex
Menschen	Mensch	Mensch	NULL	fk015_2006_08	ces	simplex
Zukunf	Zukunf	Zukunf	NULL	fk015_2006_08	ces	simplex
Arbeit	Arbeit	Arbeit	NULL	fk015_2006_08	ces	simplex
Überlegungen	Überlegung	Überlegung	NULL	fk015_2006_08	ces	simplex
Spass	Spaß	Spaß	NULL	fk015_2006_08	ces	simplex
Sprachen	Sprache	Sprache	NULL	fk015_2006_08	ces	simplex
Sprachen	Sprache	Sprache	NULL	fk015_2006_08	ces	simplex
Hobby	Hobby	Hobby	NULL	fk015_2006_08	ces	simplex
Lebens	Leben	Leben	NULL	fk015_2006_08	ces	simplex
Zukunf	Zukunf	Zukunf	NULL	fk015_2006_08	ces	simplex
Hobby	Hobby	Hobby	NULL	fk015_2006_08	ces	simplex
Freundinnen	Freundin	Freundin	NULL	fk015_2006_08	ces	simplex
Dolmetscherin	Dolmetscherin	Dolmetscherin	NULL	fk015_2006_08	ces	simplex
Parlament	Parlament	Parlament	NULL	fk015_2006_08	ces	simplex
Firma	Firma	Firma	NULL	fk015_2006_08	ces	simplex
Vertretung	Vertretung	Vertretung	NULL	fk015_2006_08	ces	simplex
Jahr	Jahr	Jahr	NULL	fk015_2006_08	ces	simplex
Wert	Wert	Wert	NULL	fk015_2006_08	ces	simplex
Freunde	Freund	Freund	NULL	fk015_2006_08	ces	simplex
Protestbewegung	Protestbewegung	Bewegung	Protest	fk016_2006_07	ita	compound
Jahzehnten	Jahzehnten	Jahzehnten	NULL	fk016_2006_07	ita	compound
Entwicklungsprozess	Entwicklungsprozeß	Prozeß	Entwicklungs	fk016_2006_07	ita	compound
Intellektuellen	Intellektuelle	Elle	Intellektu	fk016_2006_07	ita	compound
Arbeitsplaetzen	Arbeitsplaetzen	Zen	Arbeitsplaet	fk016_2006_07	ita	compound
Liebesgeschichte	Liebesgeschichte	Geschichte	Liebes	fk016_2006_07	ita	compound
Stellungsnahme	Stellungsnahme	Nahme	Stellungs	fk016_2006_07	ita	compound
Verstaendisschwierigkeiten	Verstaendisschwierigkeiten	Schwierigkeit	Verstaendis	fk016_2006_07	ita	compound
Konzept	Konzept	Konzept	NULL	fk016_2006_07	ita	simplex
Stande	Stand	Stand	NULL	fk016_2006_07	ita	simplex
Jahren	Jahr	Jahr	NULL	fk016_2006_07	ita	simplex
Feminismus	Feminismus	Feminismus	NULL	fk016_2006_07	ita	simplex
Grund	Grund	Grund	NULL	fk016_2006_07	ita	simplex
Wort	Wort	Wort	NULL	fk016_2006_07	ita	simplex
Ideologie	Ideologie	Ideologie	NULL	fk016_2006_07	ita	simplex
Begriff	Begriff	Begriff	NULL	fk016_2006_07	ita	simplex
Feminismus	Feminismus	Feminismus	NULL	fk016_2006_07	ita	simplex
Interessen	Interesse	Interesse	NULL	fk016_2006_07	ita	simplex
Frauen	Frau	Frau	NULL	fk016_2006_07	ita	simplex
Rolle	Rolle	Rolle	NULL	fk016_2006_07	ita	simplex
Frauen	Frau	Frau	NULL	fk016_2006_07	ita	simplex
Land	Land	Land	NULL	fk016_2006_07	ita	simplex
Feminismus	Feminismus	Feminismus	NULL	fk016_2006_07	ita	simplex
Bewegung	Bewegung	Bewegung	NULL	fk016_2006_07	ita	simplex
Gleichheit	Gleichheit	Gleichheit	NULL	fk016_2006_07	ita	simplex
Frauen	Frau	Frau	NULL	fk016_2006_07	ita	simplex
Maenner	Maenner	Maenner	NULL	fk016_2006_07	ita	simplex
Meinung	Meinung	Meinung	NULL	fk016_2006_07	ita	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fk016_2006_07	ita	simplex
Ursache	Ursache	Ursache	NULL	fk016_2006_07	ita	simplex
Folge	Folge	Folge	NULL	fk016_2006_07	ita	simplex
Feminismus	Feminismus	Feminismus	NULL	fk016_2006_07	ita	simplex
Rolle	Rolle	Rolle	NULL	fk016_2006_07	ita	simplex
Frauen	Frau	Frau	NULL	fk016_2006_07	ita	simplex
Rolle	Rolle	Rolle	NULL	fk016_2006_07	ita	simplex
Feminismus	Feminismus	Feminismus	NULL	fk016_2006_07	ita	simplex
Teil	Teil	Teil	NULL	fk016_2006_07	ita	simplex
